10026,9497,5
10026,9889,1
10217,17727,19
10217,23666,2
10217,4434,1
10355,18797,6
10429,16685,12
10490,11537,17
10764,11537,1
10764,19401,3
10764,20388,7
10834,11311,2
10910,1239,87
10910,22212,14
10910,2914,54
10910,3549,58
10910,3561,142
10910,701,177
10910,7018,25
10910,8001,196
11164,15412,2
11164,174,220
11164,22773,4
11164,22822,68
11164,25462,15
11164,25973,8
11164,3491,87
11164,4134,1
11164,4323,3
11164,4637,4
11164,4725,6
11164,6461,10
11164,6939,17
11164,7132,7
11164,7473,99
11269,19626,5
11269,3855,50
11537,10764,7
11537,18592,342
11537,20388,1
11537,20965,107
11537,24,9
11537,27750,6
11537,297,1
11664,17401,1
11686,11164,165
11686,1239,80
11686,14048,1
11686,174,3
11686,1784,1
11686,19151,36
11686,19782,4
11686,22773,2
11686,25973,16
11686,3356,144
11686,3450,17
11686,3561,240
11686,4436,23
11686,6382,3
11686,7132,170
12178,19750,174
12180,16413,6
1221,2764,5
1221,4637,1134
1221,7474,2
12222,20940,219
12294,21488,1
12297,41965,112
12302,28925,7
12383,42229,1
12389,21332,335
12389,28947,194
12389,29049,386
12389,31200,440
12389,34797,24
12389,39613,2
1239,10333,172
1239,10507,5
1239,10910,55
1239,11139,1
1239,11269,53
1239,11347,29
1239,11708,60
1239,12026,1
1239,12302,8
1239,12389,171
1239,12480,1
1239,1257,62
1239,12956,788
1239,1299,205
1239,14259,2
1239,14742,1
1239,151,28
1239,15412,41
1239,17263,60
1239,17379,14
1239,174,127
1239,1803,29
1239,18895,347
1239,19151,1
1239,19334,27
1239,209,146
1239,21676,46
1239,22561,2
1239,23183,1
1239,23444,1
1239,23520,10
1239,24,50
1239,2516,1
1239,25462,49
1239,27065,32
1239,27430,15
1239,27757,2
1239,2828,15
1239,28513,2
1239,2914,48
1239,29644,1
1239,32107,1
1239,3257,299
1239,32761,55
1239,33132,119
1239,3320,59
1239,3356,315
1239,3549,110
1239,3561,197
1239,3602,1
1239,3790,2
1239,38513,2
1239,3855,37
1239,39386,17
1239,3948,4
1239,4134,2
1239,42659,48
1239,4323,18
1239,4648,197
1239,4837,17
1239,5056,212
1239,5400,1
1239,5511,11
1239,5588,52
1239,577,1
1239,6,8
1239,6057,98
1239,6453,221
1239,6762,2687
1239,701,2714
1239,7018,38
1239,7303,26
1239,7738,10
1239,8167,2
1239,8342,13
1239,8359,18
1239,852,1
1239,9145,6
1239,9299,4
1239,9498,40
1257,34234,207
1267,12713,6
12670,12727,5
12670,34536,43
12682,1299,361
12682,3213,110
12682,8468,1
12713,6799,45
1273,11269,2
1273,20485,71
1273,21502,314
1273,3216,50
1273,3356,8
1273,3561,1
1273,5568,145
1273,5588,7
1273,8342,6
1273,9329,160
1273,9498,16
12741,31199,1
12741,34614,15
1280,15412,52
1280,174,367
1280,209,32
1280,22452,2
1280,2828,367
1280,2914,340
1280,3257,47
1280,3320,19
1280,3356,60
1280,3549,83
1280,4323,3
1280,4637,1
1280,4648,6
1280,4725,4
1280,4788,7
1280,5511,15
1280,6453,62
1280,6461,147
1280,6939,246
1280,701,213
1280,7132,2
1280,7473,4
12874,15529,70
12883,12294,1
12887,12741,22
12887,15833,5
12956,10429,13
12956,10834,282
12956,1239,244
12956,1257,4
12956,1273,14
12956,1299,183
12956,174,190
12956,209,60
12956,22773,6
12956,27768,2
12956,286,4
12956,2914,140
12956,3257,125
12956,3320,6
12956,3352,2
12956,3356,895
12956,3491,19
12956,3549,80
12956,3816,1
12956,4134,1
12956,4323,3
12956,4436,2
12956,4725,4
12956,4766,17
12956,4837,1
12956,5511,8
12956,6057,1622
12956,6306,532
12956,6389,17
12956,6453,129
12956,6461,34
12956,6762,148
12956,6830,6
12956,6939,30
12956,7018,40
12956,702,13
12956,7132,4
12956,7473,123
1299,10026,1
1299,10355,6
1299,1239,547
1299,1257,14
1299,12713,13
1299,1273,13
1299,12874,16
1299,12887,5
1299,12956,184
1299,13237,6
1299,137,137
1299,15557,28
1299,15570,4
1299,15756,1
1299,16229,5
1299,174,64
1299,1759,30
1299,20485,84
1299,20500,2
1299,209,124
1299,20965,210
1299,21502,481
1299,22384,6
1299,24709,79
1299,25228,85
1299,2828,6
1299,286,1
1299,2874,300
1299,28917,42
1299,2914,66
1299,30361,1
1299,30721,1
1299,3257,189
1299,3320,18
1299,3356,326
1299,3491,45
1299,3549,197
1299,3561,93
1299,36323,2
1299,38930,1
1299,4323,3
1299,4637,115
1299,4837,1
1299,5483,394
1299,5511,198
1299,5518,1
1299,5588,8
1299,5610,1
1299,5617,13
1299,577,1
1299,6453,51
1299,6461,120
1299,6762,264
1299,680,44
1299,6830,32
1299,6849,48
1299,6855,13
1299,6908,7
1299,6939,260
1299,701,915
1299,7018,54
1299,702,26
1299,7132,14
1299,8121,3
1299,8220,1
1299,8246,34
1299,8359,20
1299,8402,12
1299,8501,2
1299,852,1
1299,8544,28
1299,8764,1
1299,9304,4
13092,40981,90
13194,43627,2
13237,12552,6
13237,1257,2
13237,1299,61
13237,13064,2
13237,15412,73
13237,174,228
13237,1784,2
13237,20485,8
13237,21502,5
13237,25462,14
13237,25973,18
13237,2914,14
13237,3257,15
13237,3320,2071
13237,3491,63
13237,3549,650
13237,3741,10
13237,41913,7
13237,4323,3
13237,4436,1
13237,4788,2
13237,5588,1
13237,6461,35
13237,6667,5
13237,680,1
13237,6830,8
13237,6939,37
13237,702,9
13237,7132,2
13237,8001,4
13237,8468,3
13237,8767,28
13237,8928,7
13237,9145,4
13249,20833,83
14048,11537,1
14259,18822,2
14608,19029,505
14608,4323,444
15412,17697,1
15412,18101,1197
15412,9304,54
15557,12727,42
15623,42207,8
15694,43674,1
15772,35381,1
15772,41360,3
15772,43380,1
15833,30726,5
16150,1239,69
16150,15412,25
16150,174,95
16150,25462,6
16150,25973,8
16150,286,13
16150,2874,3
16150,3491,36
16150,3549,417
16150,6667,3
16150,6830,4
16150,6939,10
16150,702,13
16150,7132,2
16150,8468,2
16150,8928,24
16229,5425,2
16229,8544,3
16285,41082,179
16413,19626,2
16413,32020,36
16467,36356,7
16668,3944,71
1668,1239,151
1668,12956,24
1668,1299,19
1668,209,18
1668,22773,5
1668,2828,2
1668,2914,64
1668,32523,16
1668,3257,42
1668,3320,3
1668,3356,61
1668,3491,28
1668,3549,66
1668,3561,11
1668,4323,2
1668,4637,3
1668,5511,7
1668,6453,69
1668,6461,10
1668,701,217
1668,7018,16
1668,7132,2
16685,13495,87
1733,5237,325
1733,6034,1
17379,16685,75
174,1239,42
174,12409,26
174,12670,2
174,1273,5
174,12956,11
174,1299,2
174,137,3
174,13884,3
174,15412,34
174,19092,3
174,19166,1
174,20500,3
174,209,15
174,21502,598
174,26785,88
174,27431,22
174,2828,2
174,2874,1
174,28809,3
174,2914,47
174,29874,74
174,31980,54
174,32523,166
174,3257,5
174,3267,3
174,3327,17
174,33302,44
174,3356,10
174,33597,98
174,3491,1
174,3549,4
174,3561,50
174,4134,2
174,4323,1
174,4637,2
174,4648,2
174,4837,1
174,6389,1
174,6453,9
174,6461,10
174,6762,26
174,6830,4
174,6855,26
174,6939,1
174,701,164
174,7018,1
174,7473,10
174,8359,2
174,8544,44
174,8928,1
174,9121,2823
174,9145,2
17451,18156,1
1754,8756,118
1759,43382,30
17638,17430,1
17638,24405,1
17658,9326,18
17670,38163,4
17670,7717,5
17697,18263,7
17727,18103,16
17727,23695,8
17727,23953,5
17727,38163,4
17727,38548,31
17727,38750,1
17727,4622,1
17826,9341,27
1784,40638,11
1785,23484,1
1803,14357,29
18059,17538,12
18059,17800,5
18059,23952,5
18059,24207,3
18059,3583,39
18059,38274,16
18059,38522,4
18101,17443,611
18101,2697,386
18101,38257,132
18231,9910,1
18592,278,482
18895,16649,73
18895,32659,58
19029,1257,2
19029,1273,3
19029,174,39
19029,25462,1
19029,25973,34
19029,2914,14
19029,3356,174
19029,3491,17
19029,3561,14
19029,4323,2
